,SampleID,mAge_Hovath,mAge_Hannum,PhenoAge
386,200705940043_R03C01,52.6472062679893,56.0864189162058,41.9265909955168
387,200705940043_R04C01,51.3765022687975,58.7309733091192,37.9723457432023
388,200705940043_R05C01,49.777871189399,56.0182471001372,36.2926585156765
389,200705940043_R06C01,49.6559688266332,50.7340563282323,40.0972371204027
390,200705940043_R07C01,66.9014237828394,75.5362013155533,55.1550201903002
391,200705940043_R08C01,65.8592159306166,73.6618531284756,48.3726399851415
392,200727750089_R01C01,52.3159610465739,57.3159978008084,35.541934404132
393,200727750089_R02C01,57.8205264942374,62.3349853001517,42.7976177073911
394,200727750089_R03C01,65.1969066184155,69.3284547912797,47.9851452491682
395,200727750089_R04C01,70.53027867528,72.1824034068811,50.8755983086459
396,200727750089_R05C01,39.395688040928,45.7836197559906,24.7453880669239
397,200727750089_R06C01,44.5129480981857,51.7014822339747,27.1539351341057
398,200727750089_R07C01,39.4037076779797,48.657676388842,24.2237918625867
399,200727750089_R08C01,41.9987653557702,47.7194643610904,25.4106809062252
400,200705360019_R01C01,39.3579563880316,48.4332005996901,30.6017415689965
401,200705360019_R02C01,40.1674080410787,47.685714298276,25.7085290398813
402,200705360019_R03C01,55.5064819732587,57.796356947738,34.9454341958643
403,200705360019_R04C01,55.598975003179,54.6162521986733,41.6323381008849
