,SampleID,mAge_Hovath,mAge_Hannum,PhenoAge
321,200720060060_R02C01,33.9333268512127,39.5297754672746,15.3706806038712
322,200720060060_R03C01,62.1579406594364,69.7517500741833,39.980966459575
323,200720060060_R04C01,63.4719881034668,69.8380890555514,41.8846824565918
324,200720060060_R05C01,59.4151224689493,63.5314842051786,46.9346830663383
325,200720060060_R06C01,59.4326816861619,69.2904587326434,49.7113742604069
326,200720060060_R07C01,53.619056237592,53.843259814345,37.4111404602944
327,200720060060_R08C01,53.5485837713463,59.510000858876,51.6842553026075
328,200720060077_R01C01,38.1987559227838,46.9390591400272,23.6020799401123
329,200720060077_R02C01,40.3924456846625,42.5252505159041,20.6625658849806
330,200720060077_R03C01,59.4885814950693,66.3827514887555,41.3177161819574
331,200720060077_R04C01,56.0154561107047,65.4643046994039,41.5268556740544
332,200720060077_R05C01,67.465264876389,72.7421172743599,50.0597947420999
333,200720060077_R06C01,63.4764716038297,66.3906951327214,51.7329130284762
334,200720060077_R07C01,47.4689548536646,47.4551521223269,26.6964305386832
335,200720060077_R08C01,44.0497115786608,47.2916258407029,27.9651490882062
336,200720060070_R01C01,45.0163684616891,52.4715912315315,37.0614232711034
337,200720060070_R02C01,45.1675155037598,55.8181987725261,29.4600791686492
338,200720060070_R03C01,43.8218468608119,51.4697402886203,33.30255836699
339,200720060070_R04C01,44.8529628020332,49.08118765847,33.8681356053177
340,200720060070_R05C01,48.0271272883585,48.753224251701,31.4319713990418
341,200720060070_R06C01,46.6993412481246,48.1457500521759,25.7927083825636
342,200720060070_R07C01,45.3880934238901,54.599494876971,36.3874635001737
343,200720060070_R08C01,44.5921342276398,55.5725364889091,24.6848652889649
344,200720060067_R01C01,61.7155469571654,66.1570184501812,48.6462625171649
345,200720060067_R02C01,60.9306390181067,66.488946681312,44.6121047180853
346,200720060067_R03C01,39.8716489145612,45.384145281151,32.5337294467401
347,200720060067_R04C01,41.8061784834918,52.0680897904171,39.9688592535023
348,200720060067_R05C01,44.0971084292866,42.7986694728459,23.3536844234998
349,200720060067_R06C01,46.9072265210146,52.230469571226,29.1062894707708
350,200720060067_R07C01,56.6760392650267,61.9081447204386,38.0364155627809
351,200720060067_R08C01,54.7184963965938,61.7617093340942,37.4108608266963
352,200715340035_R01C01,62.9499376251723,71.7638736286727,52.119567499413
353,200715340035_R02C01,60.79027195131,63.6453081646768,47.2859684089997
354,200715340035_R03C01,64.9082787060408,70.3092740821068,53.2139831703976
355,200715340035_R04C01,60.3365706369029,68.4270267429819,44.5891833568229
356,200715340035_R05C01,46.9972116455548,51.3853233170268,29.9319556375592
357,200715340035_R06C01,48.276281289539,48.5930494948581,39.278298498756
358,200715340035_R07C01,39.6642072942859,47.6969449944632,25.8503285242715
359,200715340035_R08C01,37.8457366692335,43.2282709551946,16.3724616504922
360,200712160065_R01C01,55.2696469621796,59.9286183842497,42.1677951107043
361,200712160065_R02C01,47.7928779872022,55.211750560718,31.197665015543
362,200712160065_R03C01,61.379911695981,71.7915600193978,54.2829908913989
363,200712160065_R04C01,62.0904802414839,69.5017637915624,44.7767293030112
364,200712160065_R05C01,59.7641352364824,63.0662380058437,35.6400093972746
365,200712160065_R06C01,64.1303879096566,67.8904703554128,36.5872299036213
366,200712160065_R07C01,47.3899747887168,49.1823371445731,32.0979150295049
367,200712160065_R08C01,44.1913694076335,46.2837221266787,29.0164049493821
368,200712160098_R01C01,43.4379969991339,51.6253152118768,29.8437664918408
369,200712160098_R02C01,46.0581138820012,51.1919870226766,29.5776752765631
370,200712160098_R03C01,43.245092286081,47.5398208764829,30.8940766150364
371,200712160098_R04C01,44.4273389343124,50.6250501976184,37.1572314206688
372,200712160098_R05C01,37.8597286784487,48.1227127428324,25.9891683309629
373,200712160098_R06C01,41.5755705364255,53.6806235724047,26.477052988633
374,200712160098_R07C01,65.6266344755385,68.8769830806175,47.853579486033
375,200712160098_R08C01,66.0016082948626,72.2039755108337,45.5137795740949
376,200712160086_R01C01,48.0063506776629,51.7674414072,35.0206510815708
377,200712160086_R02C01,48.2362851848065,50.7145732656224,30.5615650854424
378,200712160086_R03C01,41.7325891830594,51.2390418246828,33.0097714020854
379,200712160086_R04C01,42.3586929148428,48.906265087066,25.0841256531933
380,200712160086_R05C01,39.6505199621638,51.4640223916769,34.0535691651013
381,200712160086_R06C01,38.4466702947907,47.3300087883934,28.264389858504
382,200712160086_R07C01,60.0608778870229,71.2028386151422,41.8510597862839
383,200712160086_R08C01,67.2494708503261,65.2635388119508,39.4395478861811
384,200705940043_R01C01,41.2854296785931,50.2150033780531,23.8112866624393
385,200705940043_R02C01,40.0781037745582,48.181427501171,23.9172295576185
